㐖毒	het dowk	Xie2 du2	/India (archaic)/
晚育	mjonX yuwk	wan3 yu4	/late childbirth/to have a child at a later age/
晚輩	mjonX pwojH	wan3 bei4	/the younger generation/those who come after/
晚間	mjonX keanH	wan3 jian1	/evening/night/
晚霞	mjonX hae	wan3 xia2	/sunset glow/sunset clouds/afterglow/
晚餐	mjonX tshan	wan3 can1	/evening meal/dinner/CL:份[fen4],頓|顿[dun4],次[ci4]/
晚點	mjonX temX	wan3 dian3	/(of trains etc) late/delayed/behind schedule/light dinner/
晝夜	trjuwH yaeH	zhou4 ye4	/day and night/period of 24 hours/continuously, without stop/
晤談	nguH dam	wu4 tan2	/to speak face to face/meeting/interview/
晤面	nguH mjienH	wu4 mian4	/to meet (in person)/to meet with sb/
晦暗	xwojH ’omH	hui4 an4	/dark and gloomy/
晦澀	xwojH srip	hui4 se4	/difficult to understand/cryptic/
晨勃	zyin bwot	chen2 bo2	/morning erection/
晨報	zyin pawH	chen2 bao4	/morning newspaper/(in a newspaper's name) Morning Post/
晨昏	zyin xwon	chen2 hun1	/morning and twilight/day and night/
晨曦	zyin xje	chen2 xi1	/first rays of morning sun/first glimmer of dawn/
晨歌	zyin ka	chen2 ge1	/morning chorus (birdsong)/
晨練	zyin lenH	chen2 lian4	/morning exercise/
晨露	zyin luH	chen2 lu4	/morning dew/
普京	phuX kjaeng	Pu3 jing1	/Vladimir Putin (1952-), president of Russia/
普及	phuX gip	pu3 ji2	/to spread extensively/to generalize/widespread/popular/universal/ubiquitous/pervasive/
普吉	phuX kjit	Pu3 ji2	/Phuket (city in Thailand)/
普安	phuX ’an	Pu3 an1	/Puan county in Qianxinan Buyei and Miao autonomous prefecture 黔西南州[Qian2 xi1 nan2 zhou1], Guizhou/
普寧	phuX neng	Pu3 ning2	/Puning county level city in Jieyang 揭陽|揭阳, Guangdong/
普拉	phuX lop	Pu3 la1	/Pula (city in Croatia)/
普桑	phuX sang	Pu3 sang1	/a model of Volkswagen Santana based on the Passat B2/Poussin (name)/
普法	phuX pjop	pu3 fa3	/to promote knowledge of laws/rights awareness/
普照	phuX tsyewH	pu3 zhao4	/(of the sunlight) to bathe all things/to shine gloriously/
普級	phuX kip	pu3 ji2	/(classification) general/non-specialist/
普羅	phuX la	pu3 luo2	/proletariat (loanword)/abbr. for 普羅列塔利亞|普罗列塔利亚[pu3 luo2 lie4 ta3 li4 ya4]/
普考	phuX khawX	pu3 kao3	/examination for lower levels of Taiwan government service (short for 普通考試|普通考试[pu3 tong1 kao3 shi4])/
普蘭	phuX lan	Pu3 lan2	/Burang county in Ngari prefecture, Tibet, Tibetan: Spu hreng rdzong/
普西	phuX sej	pu3 xi1	/psi (Greek letter Ψψ)/
普賢	phuX hen	Pu3 xian2	/Samantabhadra, the Buddhist Lord of Truth/
普賽	phuX sojH	pu3 sai4	/psi (Greek letter Ψψ)/
普通	phuX thuwng	pu3 tong1	/common/ordinary/general/average/
普遍	phuX penH	pu3 bian4	/universal/general/widespread/common/
普陀	phuX da	Pu3 tuo2	/Putuo district of Zhoushan city 舟山市[Zhou1 shan1 shi4], Zhejiang/
景寧	kjaengX neng	Jing3 ning2	/Jingning Shezu autonomous county in Lishui 麗水|丽水[Li2 shui3], Zhejiang/
景山	kjaengX srean	Jing3 shan1	/Jingshan (name of a hill in Jingshan park)/
景教	kjaengX kaew	Jing3 jiao4	/Nestorian Christianity/
景東	kjaengX tuwng	Jing3 dong1	/Jingdong Yizu autonomous county in Yunnan/
景況	kjaengX xjwangH	jing3 kuang4	/circumstances/
景泰	kjaengX thajH	Jing3 tai4	/Jingtai county in Baiyin 白銀|白银[Bai2 yin2], Gansu/Jiangtai Emperor, reign name of seventh Ming Emperor Zhu Qiyu 朱祁鈺|朱祁钰[Zhu1 Qi2 yu4] (1428-1457), reigned 1449-1457, Temple name 代宗[Dai4 zong1]/
景洪	kjaengX huwng	Jing3 hong2	/Jinghong county level city in Xishuangbanna Dai autonomous prefecture 西雙版納傣族自治州|西双版纳傣族自治州[Xi1 shuang1 ban3 na4 Dai3 zu2 zi4 zhi4 zhou1], Yunnan/
景物	kjaengX mjut	jing3 wu4	/scenery/
景致	kjaengX trijH	jing3 zhi4	/view/scenery/scene/
景色	kjaengX srik	jing3 se4	/scenery/scene/landscape/view/
景象	kjaengX zjangX	jing3 xiang4	/scene/sight (to behold)/
景點	kjaengX temX	jing3 dian3	/scenic spot/place of interest (tourism)/
晴天	dzjeng then	qing2 tian1	/clear sky/sunny day/
晴朗	dzjeng langX	qing2 lang3	/sunny and cloudless/
晴隆	dzjeng ljuwng	Qing2 long2	/Qinglong county in Qianxinan Buyei and Miao autonomous prefecture 黔西南州[Qian2 xi1 nan2 zhou1], Guizhou/
晶亮	tsjeng ljangH	jing1 liang4	/bright/shiny/
晶光	tsjeng kwang	jing1 guang1	/glittering light/
晶圓	tsjeng hjwen	jing1 yuan2	/wafer (silicon medium for integrated circuit)/
晶明	tsjeng mjaeng	jing1 ming2	/bright/shiny/
晶晶	tsjeng tsjeng	jing1 jing1	/glistening/gleaming/lustrous/
晶片	tsjeng phenH	jing1 pian4	/chip/wafer/
晶狀	tsjeng dzrjangH	jing1 zhuang4	/crystalline/
晶系	tsjeng hejH	jing1 xi4	/crystal system/
晶體	tsjeng thejX	jing1 ti3	/crystal/
智人	trjeH nyin	zhi4 ren2	/Homo sapiens/
智利	trjeH lijH	Zhi4 li4	/Chile/
智力	trjeH lik	zhi4 li4	/intelligence/intellect/
智商	trjeH syang	zhi4 shang1	/IQ (intelligence quotient)/
智庫	trjeH khuH	zhi4 ku4	/think tank/group of talented people/
智慧	trjeH hwejH	zhi4 hui4	/wisdom/knowledge/intelligent/intelligence/
智牙	trjeH ngae	zhi4 ya2	/wisdom tooth/
智者	trjeH tsyaeX	zhi4 zhe3	/sage/wise man/clever and knowledgeable person/
智育	trjeH yuwk	zhi4 yu4	/intellectual development/
智謀	trjeH mjuw	zhi4 mou2	/resourceful/intelligent/
智顗	trjeH ngj+jX	Zhi4 yi3	/Zhiyi (538-597), founder of the Tiantai sect of Buddhism/
智齒	trjeH tsyhiX	zhi4 chi3	/wisdom tooth/
暄騰	xjwon dong	xuan1 teng5	/soft and warm (of bread)/
暈乎	hjunH hu	yun1 hu5	/dizzy/giddy/
暈場	hjunH drjang	yun4 chang3	/to faint from stress (during exam, on stage etc)/
暈機	hjunH kj+j	yun4 ji1	/to become airsick/
暈死	hjunH sijX	yun1 si3	/Geez!/Shoot!/No way!/
暈糊	hjunH hu	yun1 hu5	/dizzy/giddy/
暈船	hjunH zywen	yun4 chuan2	/to become seasick/
暈菜	hjunH tshojH	yun1 cai4	/(dialect) to get confused/dumbfounded/to get dizzy/
暈血	hjunH xwet	yun4 xue4	/to feel sick when seeing blood/
暈頭	hjunH duw	yun1 tou2	/dizzy/
暉映	xjw+j ’jaengH	hui1 ying4	/variant of 輝映|辉映[hui1 ying4]/
暑促	syoX tshjowk	shu3 cu4	/summer promotion (sale)/
暑天	syoX then	shu3 tian1	/hot (summer) day/
暑期	syoX gi	shu3 qi1	/summer vacation time/
暑溫	syoX ’won	shu3 wen1	/summer-warm disease (TCM)/
暑熱	syoX nyet	shu3 re4	/hot (summer) weather/
暖化	nwanX xwaeH	nuan3 hua4	/warming/
暖壺	nwanX hu	nuan3 hu2	/vacuum flask/thermos flask/
暖意	nwanX ’iH	nuan3 yi4	/warmth/
暖暖	nwanX nwanX	Nuan3 nuan3	/Nuannuan district of Keelung City 基隆市[Ji1 long2 shi4], Taiwan/
暖流	nwanX ljuw	nuan3 liu2	/warm current/(fig.) warm feeling/
暖爐	nwanX lu	nuan3 lu2	/space heater/radiator/
暖瓶	nwanX beng	nuan3 ping2	/thermos/
暖男	nwanX nom	nuan3 nan2	/a man who is family-oriented, considerate and protective/
暖色	nwanX srik	nuan3 se4	/warm color (arch.)/esp. yellow, orange or red/
暖鋒	nwanX phjowng	nuan3 feng1	/warm front (meteorology)/
暖閣	nwanX kak	nuan3 ge2	/warm room/warm partition of a room/
暗井	’omH tsjengX	an4 jing3	/blind shaft/winze/
暗含	’omH hom	an4 han2	/to imply/to suggest/to connote/implicit/
暗喜	’omH xiX	an4 xi3	/hidden smile/smirk/to rejoice covertly/secret satisfaction concerning one's evil plans/
暗喻	’omH yuH	an4 yu4	/metaphor/
暗器	’omH khijH	an4 qi4	/concealed weapon/
暗地	’omH dijH	an4 di4	/secretly/inwardly/
暗堡	’omH pawX	an4 bao3	/bunker/
暗室	’omH syit	an4 shi4	/darkroom/
暗害	’omH hajH	an4 hai4	/to kill secretly/to stab in the back/
暗影	’omH ’jaengX	an4 ying3	/shadow/umbra/
暗想	’omH sjangX	an4 xiang3	/think to oneself/
暗戀	’omH ljwenH	an4 lian4	/to be secretly in love with/
暗指	’omH tsyijX	an4 zhi3	/to hint at/to imply/sth hidden/
暗探	’omH thom	an4 tan4	/secret agent/detective/
暗昧	’omH mwojH	an4 mei4	/obscure/remaining unenlightened/
暗暗	’omH ’omH	an4 an4	/secretly/inwardly/
暗河	’omH ha	an4 he2	/underground river/
暗流	’omH ljuw	an4 liu2	/undercurrent/
暗渠	’omH gjo	an4 qu2	/underground water channel/covered ditch/culvert/
暗滯	’omH drjejH	an4 zhi4	/dull (complexion)/
暗潮	’omH drjew	an4 chao2	/undercurrent/
暗疾	’omH dzit	an4 ji2	/unmentionable disease/a disease one is ashamed of/
暗瘡	’omH tsrhjang	an4 chuang1	/acne/
暗盒	’omH hop	an4 he2	/magazine/cassette/
暗算	’omH swanX	an4 suan4	/to plot against/
暗箭	’omH tsjenH	an4 jian4	/attack by a hidden enemy/a stab in the back/
暗箱	’omH sjang	an4 xiang1	/camera bellows/camera obscura/
暗自	’omH dzijH	an4 zi4	/inwardly/to oneself/secretly/
暗虧	’omH khjwe	an4 kui1	/hidden loss (finance)/
暗袋	’omH dojH	an4 dai4	/camera bag (for changing film)/
暗記	’omH kiH	an4 ji4	/to commit to memory/secret mark/
暗訪	’omH phjangH	an4 fang3	/to make secret inquiries/to investigate in secret/
暗鎖	’omH swaX	an4 suo3	/built-in lock/
暗香	’omH xjang	an4 xiang1	/subtle fragrance/
暗鷺	’omH luH	an4 lu4	/black-crowned night heron (Tw)/
暡曚	’uwngX muwngX	weng3 meng2	/twilight before dawn/
暢快	trhjangH khwaejH	chang4 kuai4	/carefree/
暢想	trhjangH sjangX	chang4 xiang3	/to think freely/unfettered imagination/
暢旺	trhjangH hjwangH	chang4 wang4	/flourishing/brisk (sales, trading)/
暢然	trhjangH nyen	chang4 ran2	/happily/in high spirits/
暢談	trhjangH dam	chang4 tan2	/to talk freely/to discuss without inhibition/
暢通	trhjangH thuwng	chang4 tong1	/unimpeded/free-flowing/straight path/unclogged/move without obstruction/
暢銷	trhjangH sjew	chang4 xiao1	/to sell well/best seller/chart-topping/
暢順	trhjangH zywinH	chang4 shun4	/smooth/unimpeded/
暨今	gijH kim	ji4 jin1	/up to now/to this day/
暫停	dzamH deng	zan4 ting2	/to suspend/time-out (e.g. in sports)/stoppage/pause (media player)/
暫定	dzamH dengH	zan4 ding4	/temporary arrangement/provisional/tentative/
暫息	dzamH sik	zan4 xi1	/a lull (in the storm)/brief break (in rain)/
暫態	dzamH thojH	zan4 tai4	/transient/
暫時	dzamH dzyi	zan4 shi2	/temporary/provisional/for the time being/
暫牙	dzamH ngae	zan4 ya2	/deciduous tooth/milk tooth/baby tooth/also written 乳齒|乳齿[ru3 chi3]/
暫短	dzamH twanX	zan4 duan3	/brief (in time)/
暫緩	dzamH hwanX	zan4 huan3	/to postpone/
暮年	muH nen	mu4 nian2	/one's declining years/old age/
暮景	muH kjaengX	mu4 jing3	/an evening scene/fig. one's old age/
暮色	muH srik	mu4 se4	/twilight/
暹羅	sjem la	Xian1 luo2	/Siam (old word for Thailand)/Siamese/
暹邏	sjem laH	Xian1 luo2	/variant of 暹羅|暹罗[Xian1 luo2]/
曆年	lek nen	li4 nian2	/calendar year/
曆書	lek syo	li4 shu1	/almanac/
曆法	lek pjop	li4 fa3	/calendar science/calendar system/
曇花	dom xwae	tan2 hua1	/Dutchman's pipe cactus, aka Queen of the Night cactus (Epiphyllum oxypetalum)/
曉喻	xewX yuH	xiao3 yu4	/to inform/to convince/
曉得	xewX tok	xiao3 de5	/to know/
曉諭	xewX yuH	xiao3 yu4	/variant of 曉喻|晓喻[xiao3 yu4]/
曙光	dzyoH kwang	shu3 guang1	/dawn/fig. the dawn of a new era/
曠代	khwangH dojH	kuang4 dai4	/unrivalled/without peer in this generation/
曠古	khwangH kuX	kuang4 gu3	/since the dawn of time/from the year dot/
曠地	khwangH dijH	kuang4 di4	/open space/open field/
曠工	khwangH kuwng	kuang4 gong1	/to skip work/absence without leave/
曠廢	khwangH pjojH	kuang4 fei4	/to neglect (work)/to waste (one's talents)/
曠渺	khwangH mjiewX	kuang4 miao3	/remote and vast/
曠職	khwangH tsyik	kuang4 zhi2	/to fail to show up for work/
曠課	khwangH khwaH	kuang4 ke4	/to play truant/to cut classes/
曠闊	khwangH khwat	kuang4 kuo4	/vast/
曬友	sreaH hjuwX	shai4 you3	/see 曬客|晒客[shai4 ke4]/
曬圖	sreaH du	shai4 tu2	/blueprint/to make a blueprint/
曬客	sreaH khaek	shai4 ke4	/person who shares their experiences and thoughts with others on the Internet/
曬斑	sreaH paen	shai4 ban1	/sunburn spots (on skin)/
曬黑	sreaH xok	shai4 hei1	/to sunbathe/to tan/to get sunburnt/to expose unfair practices (on a consumer protection website)/
曲周	khjowk tsyuw	Qu3 zhou1	/Quzhou county in Handan 邯鄲|邯郸[Han2 dan1], Hebei/
曲子	khjowk tsiX	qu3 zi5	/poem for singing/tune/music/CL:支[zhi1]/
曲尺	khjowk tsyhek	qu1 chi3	/set square (tool to measure right angles)/
曲意	khjowk ’iH	qu1 yi4	/against one's will/willy-nilly/
曲松	khjowk zjowng	Qu3 song1	/Qusum county, Tibetan: Chu gsum rdzong, in Lhokha prefecture 山南地區|山南地区[Shan1 nan2 di4 qu1], Tibet/
曲柄	khjowk pjaengH	qu1 bing3	/crank handle/
曲棍	khjowk hwonX	qu1 gun4	/bent stick/hockey stick/
曲水	khjowk sywijX	Qu3 shui3	/Qüxü county, Tibetan: Chu shur rdzong in Lhasa 拉薩|拉萨[La1 sa4], Tibet/
曲江	khjowk kaewng	Qu3 jiang1	/Qujiang district of Shaoguan City 韶關市|韶关市, Guangdong/
曲沃	khjowk ’owk	Qu3 wo4	/Quwo county in Linfen 臨汾|临汾[Lin2 fen2], Shanxi/
曲目	khjowk mjuwk	qu3 mu4	/repertoire/program/song/piece of music/
曲直	khjowk drik	qu1 zhi2	/lit. crooked and straight/fig. right and wrong, good and evil/
曲筆	khjowk pit	qu1 bi3	/falsification in writing/misrepresentation in written history/deliberate digression/
曲線	khjowk sjenH	qu1 xian4	/curve/curved line/indirect/in a roundabout way/
曲藝	khjowk ngjiejH	qu3 yi4	/folk musical theater/
曲軸	khjowk drjuwk	qu1 zhou2	/crankshaft/
曲阜	khjowk bjuwX	Qu1 fu4	/Qufu county level city in Jining 濟寧|济宁[Ji3 ning2], Shandong/hometown of Confucius 孔子[Kong3 zi3]/
曲陽	khjowk yang	Qu3 yang2	/Quyang county in Baoding 保定[Bao3 ding4], Hebei/
曲靖	khjowk dzjengX	Qu3 jing4	/Qujing prefecture level city in Yunnan/
曲面	khjowk mjienH	qu1 mian4	/curved surface/surface/
書亭	syo deng	shu1 ting2	/book kiosk/
書信	syo sinH	shu1 xin4	/letter/epistle/
書刊	syo khan	shu1 kan1	/books and publications/
書劄	syo treap	shu1 zha2	/letter/also written 書札|书札/
書包	syo paew	shu1 bao1	/schoolbag/satchel/bookbag/CL:個|个[ge4],隻|只[zhi1]/
書名	syo mjieng	shu1 ming2	/name of a book/reputation as calligrapher/
書報	syo pawH	shu1 bao4	/papers and books/
書壇	syo dan	shu1 tan2	/the calligraphic community/
書寫	syo sjaeX	shu1 xie3	/to write/
書局	syo gjowk	shu1 ju2	/bookstore/publishing house/
書店	syo temH	shu1 dian4	/bookstore/CL:家[jia1]/
書庫	syo khuH	shu1 ku4	/a store room for books/fig. an erudite person/the Bibliotheca and Epitome of pseudo-Apollodorus/
書本	syo pwonX	shu1 ben3	/book/CL:本[ben3]/
書札	syo tsreat	shu1 zha2	/letter/
書板	syo paenX	shu1 ban3	/(writing) tablet/
書架	syo kaeH	shu1 jia4	/bookshelf/CL:個|个[ge4]/
書柬	syo keanX	shu1 jian3	/variant of 書簡|书简[shu1 jian3]/
書案	syo ’anH	shu1 an4	/writing desk/official record/
書桌	syo traewk	shu1 zhuo1	/desk/CL:張|张[zhang1]/
書檔	syo tang	shu1 dang4	/bookend/
書櫃	syo gwijH	shu1 gui4	/bookcase/
書法	syo pjop	shu1 fa3	/calligraphy/handwriting/penmanship/
書牘	syo duwk	shu1 du2	/letter/wooden writing strips (arch.)/general term for letters and documents/
書生	syo sraeng	shu1 sheng1	/scholar/intellectual/egghead/
書皮	syo bje	shu1 pi2	/book cover/book jacket/
書目	syo mjuwk	shu1 mu4	/booklist/bibliography/title catalogue/CL:本[ben3]/
書眉	syo mij	shu1 mei2	/header/top margin on a page/
書社	syo dzyaeX	shu1 she4	/a reading group/press (i.e. publishing house)/
書篋	syo khep	shu1 qie4	/bookcase/
書簡	syo keanX	shu1 jian3	/(literary) letter/
書籍	syo dzjek	shu1 ji2	/books/works/
書籤	syo tshjem	shu1 qian1	/bookmark/CL:張|张[zhang1]/
書聖	syo syengH	Shu1 sheng4	/great calligraphy master/the Sage of Calligraphy, traditional reference to Wang Xizhi 王羲之[Wang2 Xi1 zhi1] (303-361)/
書肺	syo phjojH	shu1 fei4	/book lung (arachnid anatomy)/
書脊	syo tsjek	shu1 ji3	/spine of a book/
書腰	syo ’jiew	shu1 yao1	/(Tw) (publishing) belly band (paper sash around a book, outside the dust jacket)/
書蠹	syo tuH	shu1 du4	/bookworm (literal and figurative)/book louse/pedant/
書角	syo kaewk	shu1 jiao3	/corner of a page/
書記	syo kiH	shu1 ji5	/secretary (chief official of a branch of a socialist or communist party)/clerk/scribe/
書證	syo tsyingH	shu1 zheng4	/written evidence/
書跡	syo tsjek	shu1 ji4	/extant work of a calligrapher/
書面	syo mjienH	shu1 mian4	/in writing/written/
書頁	syo het	shu1 ye4	/page of a book/
書館	syo kwanH	shu1 guan3	/teashop with performance by 評書|评书 story tellers/(attached to name of publishing houses)/(in former times) private school/library (of classic texts)/
書香	syo xjang	shu1 xiang1	/literary reputation/
書體	syo thejX	shu1 ti3	/calligraphic style/font/
書齋	syo tsreaj	shu1 zhai1	/study (room)/
曹丕	dzaw phij	Cao2 Pi1	/Cao Pi (187-226), second son of Cao Cao 曹操, king then emperor of Cao Wei 曹魏 from 220, ruled as Emperor Wen 魏文帝, also a noted calligrapher/
曹沖	dzaw drjuwng	Cao2 Chong1	/Cao Chong (196-208), son of Cao Cao 曹操[Cao2 Cao1]/
曹魏	dzaw ngjw+jH	Cao2 Wei4	/Cao Wei, the most powerful of the Three Kingdoms, established as a dynasty in 220 by Cao Pi 曹丕, son of Cao Cao, replaced by Jin dynasty in 265/
替代	thejH dojH	ti4 dai4	/to substitute for/to replace/to supersede/
替工	thejH kuwng	ti4 gong1	/replacement worker/substitute worker/
替換	thejH hwanH	ti4 huan4	/to exchange/to replace/to substitute for/to switch/
替班	thejH paen	ti4 ban1	/to act as substitute/to fill in for sb/
替罪	thejH dzwojX	ti4 zui4	/to cancel out a crime/to receive punishment as a scapegoat/
替補	thejH puX	ti4 bu3	/to replace (a damaged component with a new one, an injured player with a substitute player, full-time workers with casual workers etc)/a substitute/a replacement/
替身	thejH syin	ti4 shen1	/stand-in/substitute/body double/stuntman/scapegoat/fall guy/to stand in for sb else/
替餐	thejH tshan	ti4 can1	/meal replacement/
最佳	tswajH kea	zui4 jia1	/optimum/optimal/peak/best (athlete, movie etc)/
最優	tswajH ’juw	zui4 you1	/optimal/optimum/
最初	tswajH tsrhjo	zui4 chu1	/first/primary/initial/original/at first/initially/originally/
最善	tswajH dzyenX	zui4 shan4	/optimal/the best/
最多	tswajH ta	zui4 duo1	/at most/maximum/greatest (amount)/maximal/
最新	tswajH sin	zui4 xin1	/latest/newest/
最為	tswajH hjwe	zui4 wei2	/the most/
最終	tswajH tsyuwng	zui4 zhong1	/final/ultimate/
月亮	ngjwot ljangH	yue4 liang5	/the moon/
月份	ngjwot pin	yue4 fen4	/month/
月信	ngjwot sinH	yue4 xin4	/(old) menstruation/period/
月刊	ngjwot khan	yue4 kan1	/monthly magazine/
月初	ngjwot tsrhjo	yue4 chu1	/start of month/early in the month/
月利	ngjwot lijH	yue4 li4	/monthly interest/
月半	ngjwot panH	yue4 ban4	/15th of the month/
月坑	ngjwot khaeng	yue4 keng1	/lunar crater/
月城	ngjwot dzyeng	yue4 cheng2	/semicircular defensive enclosure around city gates/crescent-shaped barbican/
月報	ngjwot pawH	yue4 bao4	/monthly (used in names of publications)/monthly bulletin/
月夕	ngjwot zjek	yue4 xi1	/Mid-autumn Festival on lunar 15th August/
月夜	ngjwot yaeH	yue4 ye4	/moonlit night/
月嫂	ngjwot sawX	yue4 sao3	/woman hired to take care of a newborn child and its mother in the month after childbirth/
月子	ngjwot tsiX	yue4 zi5	/traditional one-month confinement period following childbirth/puerperium/
月季	ngjwot kjwijH	yue4 ji4	/Chinese rose (Rosa sinensis)/
月宮	ngjwot kjuwng	yue4 gong1	/Palace in the Moon (in folk tales)/
月尾	ngjwot mj+jX	yue4 wei3	/end of the month/
月工	ngjwot kuwng	yue4 gong1	/worker employed by the month/
月底	ngjwot tejX	yue4 di3	/end of the month/
月徑	ngjwot kengH	yue4 jing4	/moonlit path/diameter of the moon/diameter of the moon's orbit/
月息	ngjwot sik	yue4 xi1	/monthly interest/
月支	ngjwot tsye	Yue4 zhi1	/Tokhara/Tokharians (historic people of central Asia)/
月暈	ngjwot hjunH	yue4 yun4	/ring around the moon/lunar halo/
月曆	ngjwot lek	yue4 li4	/monthly calendar/
月月	ngjwot ngjwot	yue4 yue4	/every month/
月朔	ngjwot sraewk	yue4 shuo4	/the first day of each month/
月末	ngjwot mat	yue4 mo4	/end of month/late in the month/
月杪	ngjwot mjiewX	yue4 miao3	/last few days of the month/
月桂	ngjwot kwejH	yue4 gui4	/laurel (Laurus nobilis)/bay tree/bay leaf/
月海	ngjwot xojX	yue4 hai3	/lunar mare/
月湖	ngjwot hu	Yue4 hu2	/Yuehu district of Yingtan city 鷹潭市|鹰潭市, Jiangxi/
月牙	ngjwot ngae	yue4 ya2	/crescent moon/
月球	ngjwot gjuw	yue4 qiu2	/the moon/
月琴	ngjwot gim	yue4 qin2	/yueqin, a lute with oval or octagonal sound box/
月老	ngjwot lawX	yue4 lao3	/matchmaker/go-between/same as 月下老人[yue4 xia4 lao3 ren2]/
